Attribute number ,Brand,Model,Model Version,Year,Price (₹),Engine Capacity (cc),Power (hp),Torque (Nm),Top Speed (km/h),Fuel Type,Electric,Transmission Type,ABS,Fuel Tank Capacity (litres),Mileage (kmpl or km/charge),Weight (kg),Type,Country of Origin,Launch Year,Emission Standard,Wheel Type,Cooling Type,Braking System,Battery Capacity (kWh),Range per Charge (km),Charging Time (hours),Length (mm),Width (mm),Height (mm),Seat Height (mm),Seat Type,Wheelbase (mm),Max Power (bhp),Max Power (hp),Max Power (kW),Engine Displacement (cc),Engine Cylinders,Ignition System,Transmission,CO2 (g/km),Max Torque (Nm),Where Available,First Available Date/Release Date,Engine Compression Ratio,Acceleration 0-100 km/h (s),Top Speed (kmph),Storage,Warranty (y),Conclude Date
O185,KTM,Duke,V2.4,2021,85709,,7.84,15.65,95,Electric,Yes,Automatic,Yes,,130,109,Sport,China,2022,,Spoke,Liquid,Drum,4.58,179,4.6,—,7700,—,,,—,—,—,—,—,—,—,Manual,-515,—,—,—,,55,—,No,121,999999999
N186,KTM,Duke,V5.7,2024,89932,,9.05,11.69,95,Electric,Yes,Automatic,Yes,,165,129,Scooter,Japan,2016,,Spoke,Liquid,Drum,4.19,174,5.3,—,7800,—,-164,Single,—,—,—,—,—,17.6,—,Manual,-543.5,—,—,,5:05,57,—,—,123.5,999999999
D187,Royal Enfield,Classic,V3.0,2024,167309,,7.19,21.96,118,Electric,Yes,Automatic,Yes,,83,99,Cruiser,Austria,2021,,Spoke,Oil,Disc,4.67,72,5,—,7900,—,-186,Single,—,—,—,—,—,—,—,Manual,-572,—,—,5/10/2021,36:78/+115,—,—,Underseat compartment,126,999999999
O188,KTM,Duke,V5.0,2023,95362,120,29.46,27.1,86,Petrol,No,Automatic,Yes,11.3,38,152,Sport,India,2018,BS4,Spoke,Liquid,Disc/Drum,,,,—,8000,—,—,Double,—,—,—,—,—,5.%19,—,Manual,—,—,—,5/11/2021,17.25486111,10/7:17,—,Underseat compartment,128.5,—
N189,Ather,450X,V1.7,2020,174073,,7.55,27.69,109,Electric,Yes,Automatic,No,,140,100,Scooter,Japan,2022,,Alloy,Air,Disc,4.28,114,3.8,—,8100,—,,double,—,—,—,—,—,—,—,—,—,—,—,5/12/2021,—,—,—,Yes,—,—
D190,Yamaha,FZ,V3.0,2021,130048,,5.25,17.01,71,Electric,Yes,Automatic,No,,123,115,Adventure,India,2021,,Alloy,Oil,Disc,3.98,158,4.1,—,8200,—,-208,—,—,—,—,—,—,—,—,,—,—,—,5/13/2021,,,—,No,,100000011
O191,Hero,Splendor,V5.9,2024,80407,,6.45,22.62,120,Electric,Yes,Automatic,Yes,,90,103,Cruiser,Japan,2020,,Spoke,Oil,Drum,3.02,151,5.4,—,8300,—,-230,,—,—,—,—,—,100.&21,—,—,—,—,—,5/14/2021,6:05,32,—,—,—,
N192,Bajaj,Pulsar,V2.5,2023,200741,,6.32,13.38,116,Electric,Yes,Automatic,Yes,,152,98,Sport,Japan,2019,,Spoke,Oil,Disc/Drum,1.64,135,4.5,—,8400,—,—,Single,—,—,—,—,—,—,—,Automatic,—,—,—,5/15/2021,36:78/+116,59,—,Underseat compartment,131,999999999
D193,Ola,S1,V3.1,2024,253723,,3.84,27.29,94,Electric,Yes,Automatic,No,,135,128,Scooter,Japan,2024,,Spoke,Oil,Disc/Drum,2.71,135,5.4,—,8500,—,,Single,—,—,—,—,—,18.6,—,Automatic,107,—,—,—,18.25486111,61,—,Underseat compartment,133.5,999999999
O194,Ather,450X,V1.9,2024,103182,,5.18,14.44,77,Electric,Yes,Automatic,Yes,,153,114,Commuter,Japan,2024,,Spoke,Oil,Disc,1.74,70,5.4,—,8600,—,-252,Double,—,—,—,—,—,—,—,Manual,—,—,—,,—,—,—,Yes,136,999999999
N195,KTM,Duke,V4.8,2024,74497,198,20.82,45.13,119,Petrol,No,Automatic,Yes,13.6,34,175,Adventure,India,2021,Euro5,Spoke,Oil,Drum,,,,—,8700,—,-274,double,—,—,—,—,—,5.%20,—,Manual,—,—,—,—,,10/7:18,—,No,138.5,—
D196,Yamaha,FZ,V3.6,2019,$181292,613,23.47,27.77,83,Petrol,No,Automatic,No,14.6,56,181,Commuter,China,2016,Euro5,Alloy,Air,Disc/Drum,,,,—,8800,—,—,—,—,—,—,—,—,—,—,Manual,108,—,—,,7:05,—,—,—,—,—
O197,Ola,S1,V4.1,2023,266872,,7.96,14.4,88,Electric,Yes,Automatic,Yes,,68,126,Scooter,India,2022,,Spoke,Air,Disc,2.12,171,5.9,—,8900,—,,,—,—,—,—,—,—,—,Manual,-600.5,—,—,5/16/2021,36:78/+117,,—,Underseat compartment,,100000012
N198,Ola,S1,V3.5,2021,276332,,4.28,26.51,78,Electric,Yes,Automatic,Yes,,122,114,Adventure,Austria,2024,,Alloy,Air,Disc/Drum,4.23,82,3,—,9000,—,-296,Single,—,—,—,—,—,100.&22,—,Manual,-629,—,—,5/17/2021,19.25486111,33,—,Underseat compartment,—,
D199,Ather,450X,V4.8,2019,74849,,6.3,11.01,70,Electric,Yes,Automatic,Yes,,63,111,Cruiser,Japan,2019,,Alloy,Air,Disc,1.9,174,3.1,—,9100,—,-318,Single,—,—,—,—,—,—,—,Manual,-657.5,—,—,5/18/2021,—,63,—,Yes,141,999999999
O200,KTM,Duke,V3.7,2025,218329,473,9.16,15.1,134,Petrol,No,Manual,Yes,9.5,58,188,Sport,Austria,2023,Euro5,Spoke,Oil,Disc,,,,—,9200,—,—,Double,—,—,—,—,—,19.6,—,Manual,—,—,—,5/19/2021,,65,—,No,143.5,999999999
N201,TVS,Apache RTR 160 4V,Disc,2019,164396.666666667,339.298693617126,12.4317575757576,22.6059212121212,100.819393939394,Petrol,No,Automatic,Yes,11.5197069104179,93.0272727272727,129.450303030303,Sport,Austria,2020.21636363636,Euro6,Spoke,Oil,Disc/Drum,,,,1810.88235294118,9117.57575757576,1100,730.666666666667,Single,1290,1.54,1.71,1.26666666666667,—,—,—,Automatic,-2,76.6089818000929,TW,3/18/2021,13:05,11,42,Underseat compartment,11,999999999
D202,Kawasaki,Ninja 300,KRT Edition,2023,154970.666666667,339.003671417082,12.4251666366637,22.592800840084,100.827698769877,Petrol,No,Automatic,No,11.5151483827274,92.9567236723672,129.476051605161,Sport,India,2020.21411341134,BS2,Alloy,Liquid,Drum,,,,1811.86274509804,9211.88418841884,1100,719.666666666667,Single,1297.5,-0.0499999999999998,0.21,0.166666666666666,—,6.6,—,Automatic,-30.5,78.0931943165867,TW,3/18/2021,36:78/+99,13,30,Underseat compartment,13.5,999999999
O203,KTM,RC 200,GP Edition,2023,145544.666666667,338.708649217039,12.4185756975698,22.5796804680468,100.83600360036,Electric,Yes,Automatic,Yes,11.510589855037,92.8861746174618,129.501800180018,Cruiser,India,2020.21186318632,,Spoke,Liquid,Drum,3.2160724528471,131.219958074456,4.40496547653482,1812.8431372549,9306.19261926193,1100,708.666666666667,Single,1305,-1.64,-1.29,-0.933333333333334,—,—,—,Automatic,-59,79.5774068330805,TW,3/19/2021,1.254861111,—,18,Underseat compartment,16,999999999
N204,BMW,S 1000 RR,Pro M Sport,2023,136118.666666667,338.413627016996,12.4119847584758,22.5665600960096,100.844308430843,Electric,Yes,Automatic,No,11.5060313273465,92.8156255625563,129.527548754875,Commuter,India,2020.2096129613,,Alloy,Air,Drum,3.21548079088568,131.357503049955,4.40225779406318,1813.82352941176,9400.50105010501,1100,—,Single,—,—,—,—,—,5.%8,—,Manual,—,81.0616193495744,TW,3/20/2021,—,10/7:6,—,Yes,18.5,3/24/2021
D205,Royal Enfield,Meteor 350,Fireball,2023,126692.666666667,338.118604816953,12.4053938193819,22.5534397239724,100.852613261326,Petrol,No,Automatic,Yes,11.501472799656,92.7450765076508,129.553297329733,Commuter,Japan,2020.20736273627,BS0,Alloy,Air,Disc/Drum,3.21488912892425,131.495048025454,4.39955011159154,1814.80392156863,9494.8094809481,1100,,Single,—,—,—,—,—,—,—,Manual,—,82.5458318660681,TW,3/21/2021,,—,—,No,—,3/25/2021
O206,KTM,Duke 390,BS6,2021,117266.666666667,337.823582616909,12.398802880288,22.5403193519352,100.860918091809,Electric,Yes,Automatic,No,11.4969142719656,92.6745274527453,129.57904590459,Commuter,China,2020.20511251125,,Spoke,Liquid,Disc,3.21429746696282,131.632593000953,4.3968424291199,1815.78431372549,9589.11791179118,1100,672,Single,—,—,—,—,—,—,—,Manual,—,84.030044382562,TW,3/22/2021,14:05,,—,—,,3/26/2021
N207,TVS,Apache RTR 160 4V,Disc,2019,$108095,337.528560416866,12.3922119411941,22.527198979898,100.869222922292,Electric,Yes,Automatic,No,11.4923557442751,92.6039783978398,129.604794479448,Sport,Austria,2020.20286228623,,Alloy,Oil,Disc/Drum,3.21370580500139,131.770137976452,4.39413474664825,1816.76470588235,9683.42634263427,1100,650,Single,—,—,—,—,—,100.&10,—,Manual,—,85.5142568990557,TW,3/23/2021,36:78/+100,7.66666666666666,—,Underseat compartment,—,3/27/2021
D208,KTM,Duke 390,BS6,2022,133222.985109718,337.233538216823,12.3856210021002,22.5140786078608,100.877527752775,Petrol,No,Manual,No,11.4877972165846,92.5334293429343,129.630543054305,Cruiser,Austria,2020.20061206121,Euro5,Spoke,Air,Drum,3.21311414303996,131.907682951951,4.39142706417661,1817.74509803922,9777.73477347733,1100,—,Single,—,—,—,—,—,—,—,Manual,—,86.9984694155496,TW,3/24/2021,1.254861111,4.16666666666666,—,Underseat compartment,21,3/28/2021
O209,KTM,RC 200,GP Edition,2023,132320.347134655,336.93851601678,12.3790300630063,22.5009582358236,100.885832583258,Electric,Yes,Automatic,Yes,11.4832386888942,92.4628802880288,129.656291629163,Scooter,Japan,2020.19836183618,,Alloy,Air,Disc/Drum,3.21252248107854,132.04522792745,4.38871938170497,1818.72549019608,9872.04320432043,1100,,Single,—,—,—,—,—,7.6,—,Manual,100,88.4826819320433,TW,3/25/2021,—,0.666666666666664,—,Yes,23.5,—
N210,TVS,Apache RTR 160 4V,Disc,2019,131417.709159593,336.643493816737,12.3724391239124,22.4878378637864,100.894137413741,Electric,Yes,Automatic,Yes,11.4786801612037,92.3923312331233,129.68204020402,Cruiser,Austria,2020.19611161116,,Alloy,Liquid,Disc/Drum,3.21193081911711,132.182772902949,4.38601169923332,1819.70588235294,9966.35163516353,1100,628,Single,—,—,—,—,—,—,—,Manual,—,89.9668944485371,TW,3/26/2021,,—,—,No,26,
D211,KTM,Duke 390,BS6,2020,130515.07118453,336.348471616693,12.3658481848185,22.4747174917492,100.902442244224,Electric,Yes,Automatic,No,11.4741216335133,92.3217821782178,129.707788778878,Sport,China,2020.19386138614,,Spoke,Liquid,Disc,3.21133915715568,132.320317878448,4.38330401676168,1820.6862745098,10060.6600660066,1100,606,Single,1552.5,1.26666666666667,—,—,—,5.%9,—,Manual,—,91.4511069650309,TW,3/27/2021,15:05,10/7:7,—,—,28.5,—
O212,Yamaha,FZ-S FI,Version 3.0,2022,129612.433209468,336.05344941665,12.3592572457246,22.461597119712,100.910747074707,Electric,Yes,Automatic,Yes,11.4695631058228,92.2512331233123,129.733537353735,Sport,Austria,2020.19161116112,,Spoke,Air,Drum,3.21074749519425,132.457862853947,4.38059633429004,1821.66666666667,10154.9684968497,1100,—,Single,1560,0.166666666666666,—,—,—,—,—,Manual,-124.75,92.9353194815247,TW,3/28/2021,36:78/+101,—,—,Underseat compartment,—,
N213,Bajaj,Pulsar 150,Twin Disc,2021,128709.795234405,335.758427216607,12.3526663066307,22.4484767476748,100.919051905191,Petrol,No,Automatic,Yes,11.4650045781323,92.1806840684069,129.759285928593,Commuter,India,2020.18936093609,Euro5,Spoke,Air,Disc/Drum,3.21015583323282,132.595407829446,4.37788865181839,1822.64705882353,10249.2769276927,1100,,Single,1567.5,-0.933333333333334,—,—,—,—,—,Manual,-175.6,94.4195319980186,TW,—,3.254861111,,—,Underseat compartment,,3/29/2021
D214,BMW,G 310 R,ABS,2020,127807.157259343,335.463405016564,12.3460753675368,22.4353563756376,100.927356735674,Electric,Yes,Automatic,No,11.4604460504419,92.1101350135014,129.78503450345,Cruiser,China,2020.18711071107,,Spoke,Oil,Disc,3.2095641712714,132.732952804945,4.37518096934675,1823.62745098039,10343.5853585358,1100,584,Single,1575,—,—,—,—,100.&11,—,Manual,-226.45,95.9037445145123,TW,,—,13.6666666666667,—,Yes,—,3/30/2021
O215,Yamaha,R15 V4,Racing Blue,2021,126904.51928428,335.16838281652,12.3394844284428,22.4222360036004,100.935661566157,Petrol,No,Automatic,No,11.4558875227514,92.0395859585959,129.810783078308,Adventure,Austria,2020.18486048605,BS6,Alloy,Liquid,Drum,3.20897250930997,132.870497780444,4.37247328687511,1824.60784313726,10437.8937893789,1100,562,Single,1582.5,—,—,—,—,—,—,Manual,-277.3,97.3879570310062,TW,—,,11.6666666666667,—,No,31,3/31/2021
N216,BMW,G 310 R,ABS,2019,126001.881309218,334.873360616477,12.3328934893489,22.4091156315632,100.94396639664,Petrol,No,Manual,No,11.451328995061,91.9690369036904,129.836531653165,Cruiser,India,2020.18261026103,BS6,Alloy,Air,Disc,3.20838084734854,133.008042755943,4.36976560440346,1825.58823529412,10532.202220222,1100,—,Single,1590,—,1.26666666666667,—,—,8.6,—,Manual,—,98.8721695474999,TW,,16:05,9.66666666666667,—,—,33.5,4/1/2021
D217,BMW,S 1000 RR,Pro M Sport,2021,125099.243334155,334.578338416434,12.326302550255,22.395995259526,100.952271227123,Electric,Yes,Automatic,Yes,11.4467704673705,91.8984878487849,129.862280228023,Cruiser,Japan,2020.180360036,,Alloy,Liquid,Disc,3.20778918538711,133.145587731442,4.36705792193182,1826.56862745098,10626.5106510651,1100,,Single,1597.5,—,0.166666666666666,—,—,—,—,—,—,100.356382063994,TW,4/4/2021,36:78/+102,—,—,Underseat compartment,36,4/2/2021
O218,Honda,CB350,DLX Pro,2021,124196.605359093,334.283316216391,12.3197116111611,22.3828748874888,100.960576057606,Electric,Yes,Automatic,No,11.44221193968,91.8279387938794,129.88802880288,Sport,India,2020.17810981098,,Alloy,Air,Drum,3.20719752342568,133.283132706941,4.36435023946018,—,10720.8190819082,1100,540,Single,1605,—,-0.933333333333334,—,—,5.%10,—,,—,101.840594580488,TW,4/5/2021,4.254861111,10/7:8,—,Underseat compartment,38.5,4/3/2021
N219,Hero,Xtreme 160R,Stealth Edition,2023,123293.96738403,333.988294016348,12.3131206720672,22.3697545154516,100.968880888089,Electric,Yes,Automatic,Yes,11.4376534119896,91.7573897389739,129.913777377738,Cruiser,Japan,2020.17585958596,,Spoke,Liquid,Disc,3.20660586146426,133.42067768244,4.36164255698853,—,10815.1275127512,1100,518,Single,1612.5,—,—,1.71,—,—,—,—,—,103.324807096981,TW,4/6/2021,—,—,—,Yes,—,—
D220,Hero,Xtreme 160R,Stealth Edition,2023,122391.329408968,333.693271816305,12.3065297329733,22.3566341434144,100.977185718572,Electric,Yes,Automatic,Yes,11.4330948842991,91.6868406840684,129.939525952595,Cruiser,Japan,2020.17360936094,,Spoke,Liquid,Disc,3.20601419950283,133.558222657939,4.35893487451689,—,10909.4359435943,1100,—,Single,1620,—,—,0.21,—,—,—,Automatic,—,104.809019613475,TW,4/7/2021,,,—,No,,3/29/2021
O221,Hero,Splendor Plus,i3S,2021,121488.691433905,333.398249616261,12.2999387938794,22.3435137713771,100.985490549055,Petrol,No,Manual,No,11.4285363566087,91.6162916291629,129.965274527453,Scooter,Austria,2020.17135913591,BS6,Spoke,Oil,Drum,3.2054225375414,133.695767633438,4.35622719204525,—,11003.7443744374,1100,,Single,1627.5,—,—,-1.29,—,100.&12,—,Automatic,101,106.293232129969,TW,4/8/2021,17:05,19.6666666666667,—,—,—,3/30/2021
N222,TVS,Apache RTR 160 4V,Disc,2020,120586.053458843,333.103227416218,12.2933478547855,22.3303933993399,100.993795379538,Petrol,No,Manual,Yes,11.4239778289182,91.5457425742574,129.99102310231,Cruiser,Japan,2020.16910891089,BS4,Spoke,Liquid,Drum,3.20483087557997,133.833312608936,4.35351950957361,—,11098.0528052805,1100,496,Single,1635,—,3.51,—,—,—,—,Manual,—,107.777444646463,TW,4/9/2021,36:78/+103,19.1666666666667,—,Underseat compartment,41,3/31/2021
D223,Royal Enfield,Himalayan,Standard,2019,119683.41548378,332.808205216175,12.2867569156916,22.3172730273027,101.002100210021,Petrol,No,Manual,Yes,11.4194193012277,91.475193519352,130.016771677168,Commuter,China,2020.16685868587,BS6,Alloy,Liquid,Disc,3.20423921361854,133.970857584435,4.35081182710196,—,11192.3612361236,1100,474,Single,1642.5,—,3.16714285714286,—,—,9.6,—,Manual,—,109.261657162957,TW,—,4.254861111,18.6666666666667,—,Underseat compartment,43.5,4/1/2021
O224,Harley-Davidson,Iron 883,Custom,2018,118780.777508718,332.513183016132,12.2801659765977,22.3041526552655,101.010405040504,Electric,Yes,Automatic,No,11.4148607735373,91.4046444644465,130.042520252025,Adventure,Japan,2020.16460846085,,Alloy,Oil,Disc/Drum,3.20364755165711,134.108402559934,4.34810414463032,—,11286.6696669667,1100,—,Single,1650,—,2.82428571428572,—,—,—,—,Manual,-253.5,110.74586967945,TW,,—,—,—,Yes,46,4/2/2021
N225,KTM,Duke 390,BS6,2023,117878.139533655,332.218160816088,12.2735750375037,22.2910322832283,101.018709870987,Electric,Yes,Automatic,No,11.4103022458468,91.334095409541,130.068268826883,Sport,India,2020.16235823582,,Spoke,Air,Disc/Drum,3.20305588969569,134.245947535433,4.34539646215867,—,11380.9780978098,1100,,Single,1657.5,—,2.48142857142857,—,—,5.%11,—,Manual,-330.3,112.230082195944,TW,—,,10/7:9,—,No,48.5,—
D226,Kawasaki,Z650,BS6,2021,116975.501558593,331.923138616045,12.2669840984098,22.2779119111911,101.02701470147,Electric,Yes,Automatic,No,11.4057437181564,91.2635463546355,130.09401740174,Scooter,Austria,2020.1601080108,,Spoke,Oil,Drum,3.20246422773426,134.383492510932,4.34268877968703,—,11475.2865286528,—,452,Single,1665,—,2.13857142857143,—,—,—,—,Manual,-407.1,113.714294712438,TW,,18:05,—,—,—,—,
O227,Honda,CB350,DLX Pro,2021,116072.86358353,331.628116416002,12.2603931593159,22.2647915391539,101.035319531953,Petrol,No,Automatic,No,11.4011851904659,91.19299729973,130.119765976598,Sport,China,2020.15785778578,Euro5,Spoke,Air,Disc,3.20187256577283,134.521037486431,4.33998109721539,—,11569.5949594959,—,430,Single,1672.5,—,1.79571428571429,-4.205833332925,—,—,—,Manual,-483.9,115.198507228931,TW,4/10/2021,36:78/+104,,—,Underseat compartment,,—
N228,KTM,Duke 390,BS6,2023,115170.225608468,331.333094215959,12.253802220222,22.2516711671167,101.043624362436,Electric,Yes,Automatic,Yes,11.3966266627754,91.1224482448245,130.145514551455,Sport,China,2020.15560756076,,Spoke,Oil,Disc/Drum,3.2012809038114,134.65858246193,4.33727341474375,—,11663.903390339,—,—,Single,1680,—,—,-4.82539215642353,—,100.&13,—,Manual,—,116.682719745425,TW,4/11/2021,5.254861111,25.6666666666667,—,Underseat compartment,—,
D229,BMW,S 1000 RR,Pro M Sport,2021,114267.587633405,331.038072015915,12.2472112811281,22.2385507950795,101.051929192919,Electric,Yes,Automatic,No,11.392068135085,91.051899189919,130.171263126313,Scooter,Austria,2020.15335733573,,Spoke,Liquid,Drum,3.20068924184997,134.796127437429,4.3345657322721,—,11758.2118211821,—,,Single,1687.5,—,—,-5.44495097992203,—,—,—,Manual,—,118.166932261919,TW,4/12/2021,—,26.6666666666667,—,Yes,51,4/4/2021
O230,TVS,Apache RR 310,BTO Kit,2023,113364.949658342,330.743049815872,12.2406203420342,22.2254304230423,101.060234023402,Electric,Yes,Automatic,Yes,11.3875096073945,90.9813501350135,130.19701170117,Commuter,Austria,2020.15110711071,,Spoke,Air,Disc,3.20009757988855,134.933672412928,4.33185804980046,—,11852.5202520252,—,408,Single,1695,—,—,-6.06450980342063,—,10.6,—,Manual,—,119.651144778413,TW,4/13/2021,,27.6666666666667,—,No,53.5,4/5/2021
N231,TVS,Apache RTR 160 4V,Disc,2019,112462.31168328,330.448027615829,12.2340294029403,22.2123100510051,101.068538853885,Electric,Yes,Automatic,No,11.3829510797041,90.910801080108,130.222760276028,Commuter,China,2020.14885688569,,Spoke,Air,Disc/Drum,3.19950591792712,135.071217388427,4.32915036732882,—,11946.8286828683,—,386,Single,1702.5,—,—,-6.68406862691913,—,—,—,Manual,—,121.135357294907,TW,4/14/2021,19:05,—,—,—,56,4/6/2021
D232,KTM,RC 200,GP Edition,2023,111559.673708218,330.153005415786,12.2274384638464,22.1991896789679,101.076843684368,Electric,Yes,Automatic,No,11.3783925520136,90.8402520252025,130.248508850885,Commuter,India,2020.14660666067,,Alloy,Oil,Disc/Drum,3.19891425596569,135.208762363926,4.32644268485717,—,12041.1371137113,—,—,Single,1710,—,—,-7.30362745041763,—,5.%12,—,Manual,—,122.619569811401,TW,4/15/2021,36:78/+105,10/7:10,—,Underseat compartment,58.5,4/7/2021
O233,Bajaj,Dominar 400,ABS,2023,110657.035733155,329.857983215743,12.2208475247525,22.1860693069307,101.085148514851,Electric,Yes,Automatic,No,11.3738340243231,90.769702970297,130.274257425743,Commuter,Japan,2020.14435643564,,Spoke,Liquid,Disc/Drum,3.19832259400426,135.346307339425,4.32373500238553,—,12135.4455445544,—,,Single,1717.5,—,—,-7.92318627391613,—,—,—,Manual,102,124.103782327894,TW,—,7.254861111,—,—,Underseat compartment,—,4/8/2021
N234,Royal Enfield,Meteor 350,Fireball,2020,109754.397758093,329.562961015699,12.2142565856586,22.1729489348935,101.093453345335,Electric,Yes,Automatic,Yes,11.3692754966327,90.6991539153916,130.3000060006,Adventure,India,2020.14210621062,,Spoke,Oil,Disc,3.19773093204283,135.483852314924,4.32102731991389,—,12229.7539753975,—,364,Single,1725,—,—,-8.54274509741473,—,—,—,Manual,—,125.587994844388,TW,,—,,—,Yes,,4/9/2021
D235,Yamaha,R15 V4,Racing Blue,2021,108851.75978303,329.267938815656,12.2076656465647,22.1598285628563,101.101758175818,Electric,Yes,Automatic,No,11.3647169689422,90.6286048604861,130.325754575458,Cruiser,Austria,2020.1398559856,,Alloy,Oil,Disc,3.19713927008141,135.621397290423,4.31831963744224,—,12324.0624062406,—,342,Single,1732.5,—,—,-9.16230392091323,—,100.&14,—,—,—,127.072207360882,TW,—,,31.6666666666667,—,No,—,—
O236,TVS,Apache RTR 160 4V,Disc,2022,107949.121807968,328.972916615613,12.2010747074707,22.1467081908191,101.110063006301,Electric,Yes,Automatic,No,11.3601584412518,90.5580558055806,130.351503150315,Adventure,Austria,2020.13760576058,,Alloy,Liquid,Disc/Drum,3.19654760811998,135.758942265922,4.3156119549706,—,12418.3708370837,—,—,Single,1740,—,—,-9.78186274441173,—,—,—,,-382.25,128.556419877376,TW,,20:05,34.1666666666667,—,—,61,4/3/2021
N237,Hero,Splendor Plus,i3S,2022,107046.483832905,328.67789441557,12.1944837683768,22.1335878187819,101.118367836784,Electric,Yes,Automatic,Yes,11.3555999135613,90.4875067506751,130.377251725173,Adventure,China,2020.13535553555,,Alloy,Air,Drum,3.19595594615855,135.896487241421,4.31290427249896,—,12512.6792679268,—,,Single,1747.5,—,—,-10.4014215679103,—,11.6,—,—,-485,130.04063239387,TW,4/16/2021,36:78/+106,36.6666666666667,—,Underseat compartment,63.5,4/4/2021
D238,Honda,CB350,DLX Pro,2021,106143.845857843,328.382872215527,12.1878928292829,22.1204674467447,101.126672667267,Electric,Yes,Automatic,Yes,11.3510413858708,90.4169576957696,130.40300030003,Commuter,Japan,2020.13310531053,,Spoke,Air,Disc,3.19536428419712,136.03403221692,4.31019659002731,—,12606.9876987698,—,320,Single,1755,—,—,-11.0209803914088,—,—,—,Automatic,-587.75,131.524844910363,TW,4/17/2021,8.254861111,—,—,Underseat compartment,66,4/5/2021
O239,Harley-Davidson,Street 750,Standard,2019,105241.20788278,328.087850015483,12.181301890189,22.1073470747075,101.13497749775,Electric,Yes,Automatic,No,11.3464828581804,90.3464086408641,130.428748874887,Commuter,India,2020.13085508551,,Alloy,Liquid,Drum,3.19477262223569,136.171577192419,4.30748890755567,—,12701.2961296129,—,298,Single,1762.5,—,—,-11.6405392149073,—,5.%13,—,Automatic,-690.5,133.009057426857,TW,4/18/2021,—,10/7:11,—,Yes,68.5,4/6/2021
N240,Royal Enfield,Himalayan,Standard,2019,104338.569907718,327.79282781544,12.1747109510951,22.0942267026703,101.143282328233,Petrol,No,Automatic,Yes,11.3419243304899,90.2758595859586,130.454497449745,Commuter,Austria,2020.12860486049,Euro5,Alloy,Air,Disc/Drum,3.19418096027427,136.309122167918,4.30478122508403,—,12795.604560456,—,—,Double,1770,—,—,-12.2600980384058,—,—,—,Manual,—,134.493269943351,TW,4/19/2021,,—,—,No,—,4/7/2021
D241,Bajaj,Pulsar 150,Twin Disc,2018,103435.931932655,327.497805615397,12.1681200120012,22.0811063306331,101.151587158716,Electric,Yes,Automatic,Yes,11.3373658027995,90.2053105310531,130.480246024602,Adventure,Austria,2020.12635463546,,Spoke,Air,Disc,3.19358929831284,136.446667143417,4.30207354261238,—,12889.9129912991,—,,double,1777.5,—,—,-12.8796568619044,—,—,—,Manual,—,135.977482459845,TW,4/20/2021,21:05,,—,—,,—
O242,BMW,S 1000 RR,Pro M Sport,2021,102533.293957593,327.202783415354,12.1615290729073,22.0679859585959,101.159891989199,Petrol,No,Automatic,No,11.332807275109,90.1347614761476,130.50599459946,Commuter,Japan,2020.12410441044,Euro5,Spoke,Oil,Disc,3.19299763635141,136.584212118916,4.29936586014074,—,12984.2214221422,—,276,—,1785,—,—,-13.4992156854029,—,100.&15,—,Manual,—,137.461694976339,TW,4/21/2021,36:78/+107,37.6666666666667,—,Underseat compartment,—,
